design	table_group	reform	target	target_key	spec_name	event_time	j	beta	se	tvalue	pvalue	n_event_obs	n_obs	r2	stars	N_event	spec_display
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	-24	-24	-0.1018041670719832	1.0825670798241346e-14	-9403959252901.123	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	-23	-23	-0.0232861502557731	3.3306690738754653e-15	-6991433174319.571	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	-22	-22	-0.3387370184696093	4.4242074104631e-15	-76564452577089.36	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	-21	-21	-0.2773626939296383	1.1236861156120822e-14	-24683289227842.45	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	-20	-20	-0.0624511311898441	1.2531265855673042e-14	-4983625110911.825	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	-19	-19	-0.1030347219950487	4.989831893063961e-15	-20648936517935.723	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	-18	-18	-0.0868804093671939	8.045862168512399e-15	-10798147861294.686	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	-17	-17	-0.2773391873988793	1.0235750533041784e-14	-27095149154290.863	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	-16	-16	-0.1891362355868026	6.268583080834222e-15	-30172087240109.2	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	-15	-15	-0.1829320077359302	8.08254562088051e-15	-22632969403023.51	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	-14	-14	-0.2502491578482313	8.440616121040742e-15	-29648209829660.535	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	-13	-13	-0.0026695775566635	1.1024240709028986e-14	-242155231106.04132	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	-12	-12	-0.0989890232025058	2.7103998191910015e-15	-36521926581315.98	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	-11	-11	-0.1846727622920965	2.482534153247266e-15	-74388810341455.42	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	-10	-10	-0.2754887230433779	5.828406534472307e-15	-47266559292662.69	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	-9	-9	-0.1584981822820099	6.0606382419141995e-15	-26152061211287.484	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	-8	-8	-0.1229785189795148	1.401697789135044e-14	-8773540197662.871	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	-7	-7	-0.20915433253738	8.045862168512375e-15	-25995266654692.305	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	-6	-6	-0.1273519248544412	9.5891396519617e-15	-13280849948659.174	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	-5	-5	-0.0371865638110376	6.590648950879667e-15	-5642322036599.192	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	-4	-4	-0.1337776180817532	4.989831893063925e-15	-26810045097453.035	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	-3	-3	-0.0928868042900316	4.446439748506815e-15	-20890152468888.06	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	-2	-2	-5.362087571861001	1.1274094790879471e-14	-475611361383871.5	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	0	0	-4.57766807998817	1.0990647210786424e-14	-416505779158807.1	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	1	1	0.8605909888696043	8.547996335170912e-15	100677510275558.31	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	2	2	0.8605909888696123	1.00141870651701e-14	85937179250704.8	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	3	3	0.8605909888696105	6.683505723655756e-15	128763410170146.88	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	4	4	0.2341379323153847	8.545111909127907e-15	27400218371075.76	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	5	5	0.2341379323153876	9.721902962218496e-15	24083549612179.88	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	6	6	0.2341379323153868	6.683505723655751e-15	35032203456738.84	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	7	7	0.0843056801167301	7.984348558471928e-15	10558867702146.615	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	8	8	0.0843056801167378	9.3601743726337e-15	9006849312895.496	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	9	9	0.0843056801167271	6.968805455576161e-15	12097579801035.936	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	10	10	-0.3564517427894362	7.682229915320603e-15	-46399515078111.336	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	11	11	-0.356451742789433	8.91779344948026e-15	-39970845345179.805	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	12	12	-0.3564517427894265	8.405495513285117e-15	-42406987455533.664	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	13	13	-0.2250681024149242	6.679816236361878e-15	-33693756602128.656	0.0	1.0	76	1.0	***	1.0	NYT
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	-24	-24	-0.1028599921138062	2.243227484473042e-12	-45853571617.57899	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	-23	-23	-0.0242960698617057	2.647367477908083e-12	-9177445165.604378	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	-22	-22	-0.3397010326374431	1.6091820658837998e-12	-211101676957.1512	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	-21	-21	-0.2782808026617051	2.007640511097634e-12	-138610872376.52975	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	-20	-20	-0.0633233344858306	2.376223101161106e-12	-26648732795.70787	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	-19	-19	-0.1038610198543846	2.1321354873218477e-12	-48712204487.92554	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	-18	-18	-0.0876608017887813	1.2218260864141504e-12	-71745727778.69785	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	-17	-17	-0.2780736743852187	2.0737154562339477e-12	-134094421464.27615	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	-16	-16	-0.1898248171367672	2.1631183001665666e-12	-87755171375.57854	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	-15	-15	-0.1835746838483193	1.4719178008739014e-12	-124718026875.77255	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	-14	-14	-0.2508459285243007	1.4551107402182557e-12	-172389579425.8764	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	-13	-13	-0.0032204427957602	1.0845937951494116e-12	-2969261681.3437095	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	-12	-12	-0.0994939830048847	9.821439428616465e-13	-101302852527.90115	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	-11	-11	-0.1851318166576	6.193679140537856e-13	-298904435404.0001	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	-10	-10	-0.2759018719726767	8.775374866161356e-13	-314404656417.10583	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	-9	-9	-0.1588654257742039	4.483681764379576e-13	-354319137982.3245	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	-8	-8	-0.1232998570362034	1.023488493124418e-12	-120470193719.32964	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	-7	-7	-0.2094297651566036	3.576031023323135e-13	-585648624943.932	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	-6	-6	-0.1275814520372064	3.6581982876170027e-13	-348754884252.9107	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	-5	-5	-0.0373701855575774	7.525981585622039e-13	-49654899008.75005	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	-4	-4	-0.1339153343916596	5.134473300336099e-13	-260816108212.8786	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	-3	-3	-0.0929786151640776	3.010013530101175e-12	-30889766519.073532	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	-2	-2	-5.362133477297897	1.238842449563674e-12	-4328341734807.736	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	0	0	-4.577622174538591	1.2131553752058327e-11	-377331895657.79395	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	1	1	0.8606827997427582	1.6957703943788333e-12	507546777910.36053	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	2	2	0.8607287051793613	1.6134066543471146e-12	533485282746.4419	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	3	3	0.8607746106161072	1.4965678172725796e-12	575165789803.516	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	4	4	0.2343674594981762	1.564401246393886e-12	149812882109.6369	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	5	5	0.2344133649346047	1.6375842424788072e-12	143145835709.6633	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	6	6	0.2344592703713808	1.573131234011667e-12	149039867305.5919	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	7	7	0.0846729236100848	1.639959225980496e-12	51631115133.03674	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	8	8	0.0847188290459977	1.3508075091101968e-12	62717173597.74202	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	9	9	0.0847647344834583	1.4262667335215297e-12	59431193682.9443	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	10	10	-0.3559467829857112	1.401503829116995e-12	-253974891534.88245	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	11	11	-0.3559008775504151	1.454317677151817e-12	-244720175751.02505	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	12	12	-0.3558549721132452	1.3035739359480045e-12	-272984111065.7487	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	13	13	-0.2244254263022939	1.3904258325375066e-12	-161407693276.75745	0.0	1.0	76	1.0	***	1.0	NYT+Tr
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	-12	-12	0.306137356486877	0.2078830697779159	1.4726420810214478	0.1408475716237652	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	-11	-11	0.3061373564868712	0.2078830697779139	1.4726420810214345	0.1408475716237687	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	-10	-10	0.3061373564868805	0.2078830697779153	1.472642081021469	0.1408475716237595	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	-9	-9	0.2062491883544401	0.140053846764571	1.4726420810214715	0.1408475716237588	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	-8	-8	0.2062491883544348	0.1400538467645707	1.472642081021437	0.1408475716237682	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	-7	-7	0.2062491883544303	0.1400538467645707	1.4726420810214045	0.1408475716237769	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	-6	-6	-0.0875890935830003	0.0594775164391956	-1.4726420810213794	0.1408475716237836	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	-5	-5	-0.0875890935830045	0.0594775164391957	-1.4726420810214476	0.1408475716237652	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	-4	-4	-0.0875890935829994	0.0594775164391955	-1.472642081021367	0.140847571623787	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	-3	-3	6.104831997155179e-15	5.2539829284647375e-15	1.161943630246828	0.2452583629910395	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	-2	-2	2.6645352591003757e-15				1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	0	0	0.3050992120492788	0.2071781161092821	1.4726420810214598	0.1408475716237619	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	1	1	0.3050992120492761	0.2071781161092819	1.4726420810214478	0.1408475716237652	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	2	2	0.305099212049277	0.2071781161092815	1.4726420810214556	0.1408475716237631	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	3	3	-0.0092273436239533	0.0062658426938027	-1.4726420810212275	0.1408475716238245	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	4	4	-0.0092273436239489	0.0062658426938026	-1.47264208102054	0.14084757162401	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	5	5	-0.0092273436239545	0.0062658426938031	-1.4726420810213237	0.1408475716237986	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	6	6	0.0331312084184141	0.0224978009561114	1.472642081021439	0.1408475716237676	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	7	7	0.0331312084184166	0.0224978009561107	1.4726420810216	0.1408475716237241	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	8	8	0.0331312084184158	0.022497800956111	1.472642081021546	0.1408475716237386	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	-12	-12	0.1959152304114724	0.1347313573645746	1.4541175435599454	0.1459137204728171	1.0	84	0.987295352691826		1.0	NYT+Tr
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	-11	-11	0.2059354237243493	0.1416222674691109	1.4541175438337457	0.14591372039692	1.0	84	0.987295352691826		1.0	NYT+Tr
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	-10	-10	0.215955617008845	0.1485131775728592	1.4541175438987497	0.1459137203789009	1.0	84	0.987295352691826		1.0	NYT+Tr
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	-9	-9	0.1260876421455276	0.0867107632933709	1.4541175438501417	0.1459137203923749	1.0	84	0.987295352691826		1.0	NYT+Tr
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	-8	-8	0.1361078354215239	0.0936016733979745	1.4541175438479836	0.1459137203929731	1.0	84	0.987295352691826		1.0	NYT+Tr
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	-7	-7	0.1461280286960642	0.100492583502545	1.454117543832112	0.1459137203973727	1.0	84	0.987295352691826		1.0	NYT+Tr
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	-6	-6	-0.1376900599583743	0.0946897728774132	-1.4541175437882805	0.1459137204095228	1.0	84	0.987295352691826		1.0	NYT+Tr
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	-5	-5	-0.1276698666911182	0.0877988627725604	-1.454117543889402	0.145913720381492	1.0	84	0.987295352691826		1.0	NYT+Tr
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	-4	-4	-0.1176496734129006	0.080907952668063	-1.4541175438658804	0.1459137203880122	1.0	84	0.987295352691826		1.0	NYT+Tr
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	-3	-3	-0.0200403865459784	0.0137818202093237	-1.4541175433721498	0.1459137205248737	1.0	84	0.987295352691826		1.0	NYT+Tr
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	-2	-2	-0.010020193276885	0.0068909101045851	-1.4541175439536889	0.1459137203636718	1.0	84	0.987295352691826		1.0	NYT+Tr
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	0	0	0.3151194053319228	0.2167083442864381	1.454117543879197	0.145913720384321	1.0	84	0.987295352691826		1.0	NYT+Tr
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	1	1	0.3251395986170174	0.2235992543907688	1.4541175439198633	0.1459137203730482	1.0	84	0.987295352691826		1.0	NYT+Tr
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	2	2	0.3351597918822673	0.2304901644956795	1.4541175438683405	0.1459137203873303	1.0	84	0.987295352691826		1.0	NYT+Tr
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	3	3	0.0308534294797701	0.0212179748544072	1.454117543803262	0.14591372040537	1.0	84	0.987295352691826		1.0	NYT+Tr
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	4	4	0.0408736227555444	0.0281088849589677	1.4541175438018998	0.1459137204057475	1.0	84	0.987295352691826		1.0	NYT+Tr
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	5	5	0.0508938160421683	0.034999795063165	1.454117544126157	0.1459137203158639	1.0	84	0.987295352691826		1.0	NYT+Tr
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	6	6	0.1032725613364728	0.0710207794335671	1.4541175436278335	0.1459137204539984	1.0	84	0.987295352691826		1.0	NYT+Tr
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	7	7	0.1132927546129216	0.0779116895381393	1.454117543651298	0.1459137204474942	1.0	84	0.987295352691826		1.0	NYT+Tr
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	8	8	0.1233129479267676	0.0848025996415332	1.454117544132142	0.1459137203142047	1.0	84	0.987295352691826		1.0	NYT+Tr
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	-12	-12	0.306137356486885	0.2078830697779152	1.4726420810214913	0.1408475716237534	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	-11	-11	0.3061373564868794	0.2078830697779138	1.4726420810214746	0.1408475716237579	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	-10	-10	0.3061373564868805	0.2078830697779137	1.4726420810214804	0.1408475716237564	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	-9	-9	0.2062491883544386	0.1400538467645696	1.472642081021475	0.1408475716237578	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	-8	-8	0.2062491883544357	0.14005384676457	1.47264208102145	0.1408475716237645	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	-7	-7	0.2062491883544285	0.140053846764569	1.4726420810214094	0.1408475716237755	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	-6	-6	-0.0875890935830039	0.0594775164391958	-1.472642081021434	0.1408475716237688	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	-5	-5	-0.0875890935830067	0.0594775164391961	-1.4726420810214729	0.1408475716237584	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	-4	-4	-0.0875890935829977	0.0594775164391957	-1.472642081021332	0.1408475716237964	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	-3	-3	9.841163597131976e-17	8.943714382645657e-10	1.1003441272932113e-07	0.999999912205241	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	-2	-2	8.881784197001252e-16	7.302512213827308e-10	1.216264202911375e-06	0.9999990295615706	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	0	0	0.3050992120492797	0.2071781161092811	1.4726420810214709	0.1408475716237589	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	1	1	0.3050992120492733	0.2071781161092806	1.472642081021444	0.1408475716237662	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	2	2	0.3050992120492752	0.2071781161092811	1.4726420810214498	0.1408475716237646	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	3	3	-0.0092273436239558	0.0062658426938046	-1.4726420810211849	0.1408475716238361	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	4	4	-0.0092273436239569	0.0062658426938039	-1.4726420810215142	0.1408475716237472	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	5	5	-0.0092273436239558	0.006265842693804	-1.472642081021326	0.1408475716237981	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	6	6	0.0331312084184132	0.0224978009561096	1.4726420810215204	0.1408475716237455	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	7	7	0.0331312084184147	0.0224978009561101	1.4726420810215572	0.1408475716237356	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	8	8	0.0331312084184132	0.0224978009561106	1.4726420810214498	0.1408475716237646	1.0	84	0.9848009388111956		1.0	NYT
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	-12	-12	0.1959152304187661	0.1347313573631696	1.4541175436292442	0.1459137204536075	1.0	84	0.987295352691826		1.0	NYT+Tr
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	-11	-11	0.2059354237480861	0.141622267467933	1.4541175440134462	0.1459137203471071	1.0	84	0.987295352691826		1.0	NYT+Tr
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	-10	-10	0.2159556170288343	0.1485131775717509	1.454117544044198	0.1459137203385828	1.0	84	0.987295352691826		1.0	NYT+Tr
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	-9	-9	0.1260876421465665	0.0867107632926248	1.4541175438746348	0.1459137203855855	1.0	84	0.987295352691826		1.0	NYT+Tr
