port	company	operator_or_owner	month	year	K_low	K_central	K_high	K_HPC_low	K_HPC_central	K_HPC_high	K_IPC_low	K_IPC_central	K_IPC_high	K_cluster_low	K_cluster_central	K_cluster_high
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2020-08-01	2020	13294683.4752461	12869736.817782355	12450426.971140752	1027170.1695172712	988070.531112488	949388.066657894	12267513.305728829	11881666.286669867	11501038.904482858	13294683.4752461	12869736.817782355	12450426.971140752
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2020-09-01	2020	13285636.511389747	12839587.962930612	12400232.823555196	1013012.4284632648	972307.6993285472	932136.7893064911	12272624.082926482	11867280.263602065	11468096.034248704	13285636.511389747	12839587.962930612	12400232.823555196
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2020-10-01	2020	13277085.806995941	12810705.266182752	12352109.906413103	999513.7833752908	957330.3756921706	915804.2235491504	12277572.02362065	11853374.890490582	11436305.682863953	13277085.806995941	12810705.266182752	12352109.906413103
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2020-11-01	2020	13446242.057802398	12958941.530682493	12480624.840914309	1163555.0664146813	1119918.4087478728	1077076.6104159737	12282686.991387716	11839023.12193462	11403548.230498334	13446242.057802398	12958941.530682493	12480624.840914309
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2020-12-01	2020	13437607.22361593	12930146.131739017	12432896.094427953	1149968.2344820278	1104995.2728780918	1060959.2843605548	12287638.989133902	11825150.858860925	11371936.810067398	13437607.22361593	12930146.131739017	12432896.094427953
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2021-01-01	2021	13431911.972158028	12903987.091921411	12387586.45165542	1152064.0201019312	1105436.06117434	1059850.5652088707	12279847.952056097	11798551.03074707	11327735.886446549	13431911.972158028	12903987.091921411	12387586.45165542
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2021-02-01	2021	13426243.863543918	12877897.496552924	12342453.024157407	1154182.0086207944	1105886.459515553	1058746.259317583	12272061.854923123	11772011.03703737	11283706.764839824	13426243.863543918	12877897.496552924	12342453.024157407
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2021-03-01	2021	13421012.373400327	12854256.978817118	12301702.941254023	1155978.878956641	1106166.2320146705	1057617.303286408	12265033.494443685	11748090.746802447	11244085.637967616	13421012.373400327	12854256.978817118	12301702.941254023
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2021-04-01	2021	13415396.54306526	12828299.59690841	12256903.42253742	1158139.7525758706	1106635.337028686	1056521.770862631	12257256.790489389	11721664.259879723	11200381.651674788	13415396.54306526	12828299.59690841	12256903.42253742
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2021-05-01	2021	13409943.097668856	12803200.483048428	12213670.137875428	1160207.454851367	1107053.6423336188	1055420.92037834	12249735.64281749	11696146.840714809	11158249.217497088	13409943.097668856	12803200.483048428	12213670.137875428
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2021-06-01	2021	13404381.320166653	12777379.00630998	12169212.984001387	1162412.681626461	1107541.8084293916	1054334.1201777707	12241968.638540192	11669837.197880588	11114878.863823617	13404381.320166653	12777379.00630998	12169212.984001387
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2021-07-01	2021	13398980.599745251	12752411.439144477	12126310.032103593	1164523.7279485466	1107978.835761915	1053241.9669373229	12234456.871796705	11644432.603382563	11073068.06516627	13398980.599745251	12752411.439144477	12126310.032103593
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2021-08-01	2021	13393473.174745508	12726725.360533228	12082192.645472873	1166773.619647259	1108486.0725197622	1052163.8482845596	12226699.555098249	11618239.288013466	11030028.797188314	13393473.174745508	12726725.360533228	12082192.645472873
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2021-09-01	2021	13387993.419325821	12701107.829131681	12038246.86999496	1169046.262361762	1109002.936504404	1051090.0539425882	12218947.156964058	11592104.892627276	10987156.816052372	13387993.419325821	12701107.829131681	12038246.86999496
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2021-10-01	2021	13382672.700746046	12676337.664568698	11995837.323234508	1171223.184366132	1109468.1474811663	1050010.8542853626	12211449.516379915	11566869.517087532	10945826.468949145	13382672.700746046	12676337.664568698	11995837.323234508
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2021-11-01	2021	13377247.757753436	12650854.772538837	11952227.435031915	1173540.9701467212	1110004.0982248294	1048945.6660579978	12203706.787606714	11540850.674314007	10903281.768973917	13377247.757753436	12650854.772538837	11952227.435031915
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2021-12-01	2021	13371980.500018595	12626214.929181969	11910141.972220989	1175762.0013873817	1110488.0527900402	1047875.0378963444	12196218.498631213	11515726.876391929	10862266.934324645	13371980.500018595	12626214.929181969	11910141.972220989
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2022-01-01	2022	13341762.938186642	12576383.62377828	11842706.942662533	1171718.0550274183	1104674.2239139164	1040436.7780558058	12170044.883159224	11471709.399864364	10802270.164606728	13341762.938186642	12576383.62377828	11842706.942662533
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2022-02-01	2022	13311615.578984657	12526754.684636824	11775669.121209163	1167688.141579984	1098894.5098070288	1033064.3394746468	12143927.437404674	11427860.174829796	10742604.781734517	13311615.578984657	12526754.684636824	11775669.121209163
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2022-03-01	2022	13284315.436803306	12481971.301843502	11715327.716623291	1163929.7716043922	1093572.7979047308	1026330.9370970352	12120385.665198913	11388398.50393877	10688996.779526256	13284315.436803306	12481971.301843502	11715327.716623291
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2022-04-01	2022	13254301.615546037	12432725.540035743	11649039.45870095	1159926.8252596003	1087857.8152839402	1019082.4065331024	12094374.790286437	11344867.724751802	10629957.052167848	13254301.615546037	12432725.540035743	11649039.45870095
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2022-05-01	2022	13225279.134514147	12385215.455225078	11585217.745667754	1156023.008910459	1082315.857920626	1012085.403749394	12069256.125603689	11302899.597304452	10573132.34191836	13225279.134514147	12385215.455225078	11585217.745667754
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2022-06-01	2022	13195402.455243949	12336362.34200803	11519694.896987965	1152047.4783364658	1076666.71463601	1004962.3154650136	12043354.976907482	11259695.62737202	10514732.58152295	13195402.455243949	12336362.34200803	11519694.896987965
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2022-07-01	2022	13166512.637975559	12289230.917991674	11456609.640737558	1148170.3633007435	1071188.3404896797	998085.8123980477	12018342.274674816	11218042.577501994	10458523.82833951	13166512.637975559	12289230.917991674	11456609.640737558
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2022-08-01	2022	13136772.4487302	12240767.18850644	11391842.88375426	1144222.059412583	1065604.2252173063	991085.7858322682	11992550.389317617	11175162.963289132	10400757.097921994	13136772.4487302	12240767.18850644	11391842.88375426
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2022-09-01	2022	13107101.308600593	12192500.034734914	11327456.772565981	1140287.4541322174	1060052.783507058	984147.3356404334	11966813.854468375	11132447.251227856	10343309.436925547	13107101.308600593	12192500.034734914	11327456.772565981
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2022-10-01	2022	13078410.316377819	12145933.696295315	11265465.263879776	1136450.196785607	1054668.7643659618	977448.2010334488	11941960.119592212	11091264.931929354	10288017.062846327	13078410.316377819	12145933.696295315	11265465.263879776
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2022-11-01	2022	13048874.689554071	12098051.056958897	11201821.421960393	1132542.5358913883	1049181.1469888636	970629.3105082414	11916332.153662683	11048869.909970034	10231192.111452151	13048874.689554071	12098051.056958897	11201821.421960393
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2022-12-01	2022	13020314.78496873	12051855.538381942	11140544.119394206	1128731.5213318863	1043858.7696226372	964045.0348646364	11891583.263636844	11007996.768759305	10176499.08452957	13020314.78496873	12051855.538381942	11140544.119394206
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2023-01-01	2023	13006629.023212789	12020605.516854227	11094370.317452388	1124569.3179793986	1038103.7746967518	956895.6249659082	11882059.70523339	10982501.742157474	10137474.69248648	13006629.023212789	12020605.516854227	11094370.317452388
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2023-02-01	2023	12992966.543835372	11989450.845172478	11048414.322308784	1120422.7699163756	1032385.0819630692	949814.3728395331	11872543.773918996	10957065.763209408	10098599.949469252	12992966.543835372	11989450.845172478	11048414.322308784
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2023-03-01	2023	12980520.38736538	11961266.968190728	11006966.007334698	1116565.097617176	1027124.9986218044	943350.5798321476	11863955.289748205	10934141.969568923	10063615.42750255	12980520.38736538	11961266.968190728	11006966.007334698
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2023-04-01	2023	12966902.418102346	11930293.090289576	10961421.368538525	1112448.560467342	1021475.0962121314	936397.4517855572	11854453.857635004	10908817.994077444	10025023.916752968	12966902.418102346	11930293.090289576	10961421.368538525
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2023-05-01	2023	12953704.044844504	11900366.423246726	10917508.081715226	1108437.8763174736	1015999.6568020012	929689.8771829772	11845266.168527031	10884366.766444726	9987818.204532249	12953704.044844504	11900366.423246726	10917508.081715226
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2023-06-01	2023	12940131.575039044	11869577.750530608	10872383.627797818	1104351.871153427	1010419.6779185436	922866.270151242	11835779.703885617	10859158.072612064	9949517.357646575	12940131.575039044	11869577.750530608	10872383.627797818
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2023-07-01	2023	12926977.362814473	11839829.859308232	10828874.865745025	1100370.874799929	1005011.7056568888	916282.9940242256	11826606.488014543	10834818.153651344	9912591.871720798	12926977.362814473	11839829.859308232	10828874.865745025
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2023-08-01	2023	12913450.138857353	11809224.934026232	10784165.742072022	1096315.171590404	999500.7173423584	909586.2425975128	11817134.967266949	10809724.216683874	9874579.499474509	12913450.138857353	11809224.934026232	10784165.742072022
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2023-09-01	2023	12985306.390116857	11864073.412886206	10825026.428940905	1177635.3581836412	1079385.0144581078	988313.53353596	11807671.031933216	10784688.3984281	9836712.895404946	12985306.390116857	11864073.412886206	10825026.428940905
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2023-10-01	2023	12971999.642910317	11834373.824764691	10781900.297062702	1173480.0414717912	1073858.4275839357	981694.2381723982	11798519.601438526	10760515.397180757	9800206.058890304	12971999.642910317	11834373.824764691	10781900.297062702
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2023-11-01	2023	12958322.06931318	11803825.189774688	10737590.438673431	1169251.4948046664	1068231.640961398	974965.7798469844	11789070.574508512	10735593.54881329	9762624.658826446	12958322.06931318	11803825.189774688	10737590.438673431
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2023-12-01	2023	12945059.987878578	11774302.00038763	10694858.384151282	1165126.4277455767	1062771.4107122456	968465.5993424318	11779933.560133	10711530.589675384	9726392.78480885	12945059.987878578	11774302.00038763	10694858.384151282
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2024-01-01	2024	12904778.31528611	11716597.165999392	10622447.47193344	1148415.256034505	1043651.6243343068	946772.35380049	11756363.059251605	10672945.541665085	9675675.118132949	12904778.31528611	11716597.165999392	10622447.47193344
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2024-02-01	2024	12864898.062871438	11659590.654237727	10551181.430165406	1132058.3422223488	1025091.1696220275	925959.5146084704	11732839.72064909	10634499.484615698	9625221.915556936	12864898.062871438	11659590.654237727	10551181.430165406
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2024-03-01	2024	12827852.14010581	11606783.468565607	10485419.986836957	1116975.5105675063	1008124.2642767474	907158.0290364536	11710876.629538303	10598659.20428886	9578261.957800504	12827852.14010581	11606783.468565607	10485419.986836957
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2024-04-01	2024	12788726.137237934	11551078.26131457	10416259.759920778	1101281.8323820604	990597.5200211392	887943.0498660689	11687444.304855874	10560480.741293432	9528316.710054709	12788726.137237934	11551078.26131457	10416259.759920778
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2024-05-01	2024	12751175.170984045	11497739.195656968	10350268.231836023	1086362.6668800516	974074.4055460988	870037.6484681523	11664812.504103994	10523664.79011087	9480230.583367871	12751175.170984045	11497739.195656968	10350268.231836023
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2024-06-01	2024	12712785.926854726	11443291.857044807	10283109.660797004	1071313.5776001457	957535.3852430052	852313.1467059323	11641472.34925458	10485756.4718018	9430796.51409107	12712785.926854726	11443291.857044807	10283109.660797004
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2024-07-01	2024	12797316.079509476	11512522.034359707	10340373.720067978	1178386.509993137	1063321.009969331	957171.1818840886	11618929.569516338	10449201.024390375	9383202.538183888	12797316.079509476	11512522.034359707	10340373.720067978
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2024-08-01	2024	12759267.44736631	11458903.607516313	10274720.495956862	1163586.225411626	1047342.668249198	940446.080378447	11595681.221954685	10411560.939267116	9334274.415578416	12759267.44736631	11458903.607516313	10274720.495956862
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2024-09-01	2024	12721568.977005325	11405871.690230472	10209973.914701702	1149089.5849308618	1031815.2490685123	924372.4890944612	11572479.392074464	10374056.44116196	9285601.425607242	12721568.977005325	11405871.690230472	10209973.914701702
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2024-10-01	2024	12685355.254475113	11355037.059236785	10148093.34964803	1135285.042797584	1017146.6568053502	909353.1504359724	11550070.211677529	10337890.402431436	9238740.199212058	12685355.254475113	11355037.059236785	10148093.34964803
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2024-11-01	2024	12648325.81054657	11303117.432632063	10085046.436948951	1121366.1655556308	1002466.1524870292	894481.0705136195	11526959.64499094	10300651.280145034	9190565.366435332	12648325.81054657	11303117.432632063	10085046.436948951
Haifa	Haifa cluster (HPC + IPC)	Haifa port cluster (HPC + IPC)	2024-12-01	2024	12672621.511080198	11313207.803081129	10084633.636135945	1167982.9011381282	1048466.6565718862	940449.8818974128	11504638.60994207	10264741.146509243	9144183.754238533	12672621.511080198	11313207.803081129	10084633.636135945
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2018-12-01	2018	11592601.849288931	11592601.849288931	11592601.849288931	1171216.357998324	1171216.357998324	1171216.357998324	11592601.849288931	11592601.849288931	11592601.849288931	12763818.207287256	12763818.207287256	12763818.207287256
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2019-01-01	2019	11645207.67587182	11626288.960748712	11607032.62923482	1169214.6688956444	1167172.6249497116	1165076.840583413	11645207.67587182	11626288.960748712	11607032.62923482	12814422.344767464	12793461.585698424	12772109.469818234
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2019-02-01	2019	11698052.221339948	11660073.964078952	11621481.37300044	1167217.132135922	1163142.9299782943	1158971.5769940724	11698052.221339948	11660073.964078952	11621481.37300044	12865269.35347587	12823216.894057246	12780452.949994512
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2019-03-01	2019	11745988.86347694	11690673.827709042	11634547.31012652	1165326.3470949768	1159425.1119508226	1153396.3034439925	11745988.86347694	11690673.827709042	11634547.31012652	12911315.210571917	12850098.939659864	12787943.613570513
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2019-04-01	2019	11799290.741798157	11724645.927966945	11649030.304900745	1163336.9576934697	1155422.2721471528	1147355.9583653756	11799290.741798157	11724645.927966945	11649030.304900745	12962627.699491628	12880068.200114097	12796386.26326612
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2019-05-01	2019	11851103.49304688	11757616.145699603	11663063.27190162	1161385.8117272533	1151531.931944847	1141512.6782294172	11851103.49304688	11757616.145699603	11663063.27190162	13012489.304774133	12909148.07764445	12804575.950131038
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2019-06-01	2019	11904882.368857171	11791782.774619607	11677581.764105516	1159404.613948323	1147556.4791539412	1135538.5122810337	11904882.368857171	11791782.774619607	11677581.764105516	13064286.982805494	12939339.253773548	12813120.27638655
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2019-07-01	2019	11957158.791425385	11824941.784104751	11691649.125530206	1157461.5565584511	1143692.731990658	1129759.0924017322	11957158.791425385	11824941.784104751	11691649.125530206	13114620.347983835	12968634.51609541	12821408.217931937
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2019-08-01	2019	12011418.933366198	11859304.05558318	11706203.202167058	1155488.5102024933	1139744.4780604609	1123850.3539878898	12011418.933366198	11859304.05558318	11706203.202167058	13166907.443568692	12999048.533643642	12830053.556154948
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2019-09-01	2019	12065925.301275471	11893766.180889446	11720775.396106653	1153519.5455446846	1135809.9293193764	1117974.5348996297	12065925.301275471	11893766.180889446	11720775.396106653	13219444.846820155	13029576.110208822	12838749.931006283
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2019-10-01	2019	12118908.891552309	11927211.97217858	11734894.790601576	1151588.566588818	1131985.8994665574	1112290.0163836123	12118908.891552309	11927211.97217858	11734894.790601576	13270497.458141126	13059197.871645138	12847184.806985188
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2019-11-01	2019	12173903.03590502	11961871.432094032	11749502.700595671	1149627.693416324	1128078.268541962	1106478.5079907852	12173903.03590502	11961871.432094032	11749502.700595671	13323530.729321344	13089949.700635994	12855981.208586456
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2019-12-01	2019	12227360.775317356	11995508.738331612	11763656.70134583	1147704.70367839	1124280.376518424	1100856.049358457	12227360.775317356	11995508.738331612	11763656.70134583	13375065.478995746	13119789.114850037	12864512.750704287
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2020-01-01	2020	12232454.824541518	11980984.877683142	11729961.604806283	1131478.7046260603	1105738.0108498854	1079991.112282096	12232454.824541518	11980984.877683142	11729961.604806283	13363933.52916758	13086722.888533028	12809952.717088379
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2020-02-01	2020	12237550.99600109	11966478.602160258	11696363.022434074	1115532.0199911497	1087575.3131069066	1059625.7505323526	12237550.99600109	11966478.602160258	11696363.022434074	13353083.015992241	13054053.915267166	12755988.772966428
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2020-03-01	2020	12242320.304262849	11952924.116456367	11665019.220585428	1100804.656961448	1070863.0421612624	1040957.6545397784	12242320.304262849	11952924.116456367	11665019.220585428	13343124.961224297	13023787.158617629	12705976.875125207
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2020-04-01	2020	12247420.585786749	11938451.81619828	11631606.655194238	1085384.6293226453	1053412.606553563	1021524.5054329756	12247420.585786749	11938451.81619828	11631606.655194238	13332805.215109393	12991864.422751844	12653131.160627214
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2020-05-01	2020	12252358.365213994	11924463.048494965	11599363.041116187	1070685.49068782	1036835.7963387432	1003131.4611581976	12252358.365213994	11924463.048494965	11599363.041116187	13323043.855901813	12961298.844833707	12602494.502274385
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2020-06-01	2020	12257462.828701405	11910025.208183054	11566138.537257416	1055782.2670067977	1020079.7060822414	984600.7122579383	12257462.828701405	11910025.208183054	11566138.537257416	13313245.095708203	12930104.914265295	12550739.249515355
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2020-07-01	2020	12262404.65684896	11896069.74908811	11534076.40530748	1041574.628337032	1004160.979952211	967059.8527668642	12262404.65684896	11896069.74908811	11534076.40530748	13303979.28518599	12900230.729040321	12501136.258074343
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2020-08-01	2020	12267513.305728829	11881666.286669867	11501038.904482858	1027170.1695172712	988070.531112488	949388.066657894	12267513.305728829	11881666.286669867	11501038.904482858	13294683.4752461	12869736.817782355	12450426.971140752
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2020-09-01	2020	12272624.082926482	11867280.263602065	11468096.034248704	1013012.4284632648	972307.6993285472	932136.7893064911	12272624.082926482	11867280.263602065	11468096.034248704	13285636.511389747	12839587.962930612	12400232.823555196
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2020-10-01	2020	12277572.02362065	11853374.890490582	11436305.682863953	999513.7833752908	957330.3756921706	915804.2235491504	12277572.02362065	11853374.890490582	11436305.682863953	13277085.806995941	12810705.266182752	12352109.906413103
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2020-11-01	2020	12282686.991387716	11839023.12193462	11403548.230498334	1163555.0664146813	1119918.4087478728	1077076.6104159737	12282686.991387716	11839023.12193462	11403548.230498334	13446242.057802398	12958941.530682493	12480624.840914309
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2020-12-01	2020	12287638.989133902	11825150.858860925	11371936.810067398	1149968.2344820278	1104995.2728780918	1060959.2843605548	12287638.989133902	11825150.858860925	11371936.810067398	13437607.22361593	12930146.131739017	12432896.094427953
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2021-01-01	2021	12279847.952056097	11798551.03074707	11327735.886446549	1152064.0201019312	1105436.06117434	1059850.5652088707	12279847.952056097	11798551.03074707	11327735.886446549	13431911.972158028	12903987.091921411	12387586.45165542
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2021-02-01	2021	12272061.854923123	11772011.03703737	11283706.764839824	1154182.0086207944	1105886.459515553	1058746.259317583	12272061.854923123	11772011.03703737	11283706.764839824	13426243.863543918	12877897.496552924	12342453.024157407
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2021-03-01	2021	12265033.494443685	11748090.746802447	11244085.637967616	1155978.878956641	1106166.2320146705	1057617.303286408	12265033.494443685	11748090.746802447	11244085.637967616	13421012.373400327	12854256.978817118	12301702.941254023
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2021-04-01	2021	12257256.790489389	11721664.259879723	11200381.651674788	1158139.7525758706	1106635.337028686	1056521.770862631	12257256.790489389	11721664.259879723	11200381.651674788	13415396.54306526	12828299.59690841	12256903.42253742
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2021-05-01	2021	12249735.64281749	11696146.840714809	11158249.217497088	1160207.454851367	1107053.6423336188	1055420.92037834	12249735.64281749	11696146.840714809	11158249.217497088	13409943.097668856	12803200.483048428	12213670.137875428
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2021-06-01	2021	12241968.638540192	11669837.197880588	11114878.863823617	1162412.681626461	1107541.8084293916	1054334.1201777707	12241968.638540192	11669837.197880588	11114878.863823617	13404381.320166653	12777379.00630998	12169212.984001387
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2021-07-01	2021	12234456.871796705	11644432.603382563	11073068.06516627	1164523.7279485466	1107978.835761915	1053241.9669373229	12234456.871796705	11644432.603382563	11073068.06516627	13398980.599745251	12752411.439144477	12126310.032103593
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2021-08-01	2021	12226699.555098249	11618239.288013466	11030028.797188314	1166773.619647259	1108486.0725197622	1052163.8482845596	12226699.555098249	11618239.288013466	11030028.797188314	13393473.174745508	12726725.360533228	12082192.645472873
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2021-09-01	2021	12218947.156964058	11592104.892627276	10987156.816052372	1169046.262361762	1109002.936504404	1051090.0539425882	12218947.156964058	11592104.892627276	10987156.816052372	13387993.419325821	12701107.829131681	12038246.86999496
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2021-10-01	2021	12211449.516379915	11566869.517087532	10945826.468949145	1171223.184366132	1109468.1474811663	1050010.8542853626	12211449.516379915	11566869.517087532	10945826.468949145	13382672.700746046	12676337.664568698	11995837.323234508
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2021-11-01	2021	12203706.787606714	11540850.674314007	10903281.768973917	1173540.9701467212	1110004.0982248294	1048945.6660579978	12203706.787606714	11540850.674314007	10903281.768973917	13377247.757753436	12650854.772538837	11952227.435031915
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2021-12-01	2021	12196218.498631213	11515726.876391929	10862266.934324645	1175762.0013873817	1110488.0527900402	1047875.0378963444	12196218.498631213	11515726.876391929	10862266.934324645	13371980.500018595	12626214.929181969	11910141.972220989
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2022-01-01	2022	12170044.883159224	11471709.399864364	10802270.164606728	1171718.0550274183	1104674.2239139164	1040436.7780558058	12170044.883159224	11471709.399864364	10802270.164606728	13341762.938186642	12576383.62377828	11842706.942662533
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2022-02-01	2022	12143927.437404674	11427860.174829796	10742604.781734517	1167688.141579984	1098894.5098070288	1033064.3394746468	12143927.437404674	11427860.174829796	10742604.781734517	13311615.578984657	12526754.684636824	11775669.121209163
