entity	month	year	pool_type	asset_class_std	engine_bucket	begin_stock_kNIS	dep_rate_monthly_used	investment_kNIS	reconciliation_adjustment_kNIS	end_stock_kNIS
IPC	2019-04	2019	mapped_undated	buildings_landside	mapped_undated::buildings_landside	68.39190926169118	0.0048913730833552	45.743589743589666	0.0	113.80096866119894
IPC	2019-04	2019	mapped_undated	land	mapped_undated::land	132935.57104085802	0.0023122862136542	0.0	0.0	132628.185952636
IPC	2019-04	2019	mapped_undated	vessels_equipment_it	mapped_undated::vessels_equipment_it	42.37423406177595	0.0057994314894973	28.35897435897431	0.0	70.48746195338907
IPC	2019-05	2019	background	mixed	background::mixed	11447369.25449197	0.002312286213654202	84963.9185083513	0.0	11505863.57889055
IPC	2019-05	2019	mapped_undated	buildings_landside	mapped_undated::buildings_landside	113.80096866119894	0.0048913730833552	57.179487179487175	0.0	170.42381284571698
IPC	2019-05	2019	mapped_undated	land	mapped_undated::land	132628.185952636	0.0023122862136542	0.0	0.0	132321.51162671577
IPC	2019-05	2019	mapped_undated	vessels_equipment_it	mapped_undated::vessels_equipment_it	70.48746195338907	0.0057994314894973	35.44871794871795	0.0	105.52739269563978
IPC	2019-06	2019	background	mixed	background::mixed	11505863.57889055	0.002312286213654202	101956.70221002155	0.0	11581215.431370918
IPC	2019-06	2019	mapped_undated	buildings_landside	mapped_undated::buildings_landside	170.42381284571698	0.0048913730833552	68.6153846153846	0.0	238.2055910101853
IPC	2019-06	2019	mapped_undated	land	mapped_undated::land	132321.51162671577	0.0023122862136542	0.0	0.0	132015.54641961143
IPC	2019-06	2019	mapped_undated	vessels_equipment_it	mapped_undated::vessels_equipment_it	105.52739269563978	0.0057994314894973	42.538461538461526	0.0	147.45385534989765
IPC	2019-07	2019	background	mixed	background::mixed	11581215.431370918	0.002312286213654202	118949.48591169178	0.0	11673385.83250329
IPC	2019-07	2019	mapped_undated	buildings_landside	mapped_undated::buildings_landside	238.2055910101853	0.0048913730833552	80.05128205128202	0.0	317.09172064529537
IPC	2019-07	2019	mapped_undated	land	mapped_undated::land	132015.54641961143	0.0023122862136542	0.0	0.0	131710.28869163734
