port	terminal	year	month	quarter	TEU_port_m	share_i_p_q	TEU_i_m	Pi_teu_per_hour_i_y	H_annual_i_y	w_i_m_in_year	L_hours_i_m
Haifa	Haifa-Bayport	2023	5	2.0	141038.91666666666	0.5472880712002066	77188.91666666667	45.0	18062.027777777777	0.0949677013214237	1715.3092592592593
Haifa	Haifa-Bayport	2023	6	2.0	141038.91666666666	0.5472880712002066	77188.91666666667	45.0	18062.027777777777	0.0949677013214237	1715.3092592592593
Haifa	Haifa-Bayport	2023	7	3.0	130350.5	0.5473818665827902	71351.5	45.0	18062.027777777777	0.0877857629495888	1585.588888888889
Haifa	Haifa-Bayport	2023	8	3.0	130350.5	0.5473818665827902	71351.5	45.0	18062.027777777777	0.0877857629495888	1585.588888888889
Haifa	Haifa-Bayport	2023	9	3.0	130350.5	0.5473818665827902	71351.5	45.0	18062.027777777777	0.0877857629495888	1585.588888888889
Haifa	Haifa-Bayport	2023	10	4.0	112786.33333333331	0.4287871757511992	48361.333333333336	45.0	18062.027777777777	0.0595003124521005	1074.6962962962964
Haifa	Haifa-Bayport	2023	11	4.0	112786.33333333331	0.4287871757511992	48361.333333333336	45.0	18062.027777777777	0.0595003124521005	1074.6962962962964
Haifa	Haifa-Bayport	2023	12	4.0	112786.33333333331	0.4287871757511992	48361.333333333336	45.0	18062.027777777777	0.0595003124521005	1074.6962962962964
Haifa	Haifa-Bayport	2024	1	1.0	108251.91666666669	0.4923169181761985	53294.25	50.0	11265.28	0.0946168226621974	1065.885
Haifa	Haifa-Bayport	2024	2	1.0	108251.91666666669	0.4923169181761985	53294.25	50.0	11265.28	0.0946168226621974	1065.885
Haifa	Haifa-Bayport	2024	3	1.0	108251.91666666669	0.4923169181761985	53294.25	50.0	11265.28	0.0946168226621974	1065.885
Haifa	Haifa-Bayport	2024	4	2.0	93571.83333333331	0.473032304949317	44262.5	50.0	11265.28	0.0785821568571753	885.25
Haifa	Haifa-Bayport	2024	5	2.0	93571.83333333331	0.473032304949317	44262.5	50.0	11265.28	0.0785821568571753	885.25
Haifa	Haifa-Bayport	2024	6	2.0	93571.83333333331	0.473032304949317	44262.5	50.0	11265.28	0.0785821568571753	885.25
Haifa	Haifa-Bayport	2024	7	3.0	100685.58333333331	0.4282200281900669	43115.58333333333	50.0	11265.28	0.076545959502708	862.3116666666665
Haifa	Haifa-Bayport	2024	8	3.0	100685.58333333331	0.4282200281900669	43115.58333333333	50.0	11265.28	0.076545959502708	862.3116666666665
Haifa	Haifa-Bayport	2024	9	3.0	100685.58333333331	0.4282200281900669	43115.58333333333	50.0	11265.28	0.076545959502708	862.3116666666665
Haifa	Haifa-Bayport	2024	10	4.0	101168.66666666669	0.4653845393501282	47082.333333333336	50.0	11265.28	0.0835883943112525	941.6466666666668
Haifa	Haifa-Bayport	2024	11	4.0	101168.66666666669	0.4653845393501282	47082.333333333336	50.0	11265.28	0.0835883943112525	941.6466666666668
