entity	year	pool_type	month	share	rule_name	source_id	notes
IPC	2018	mapped_undated	2018-12	0.15384615384615385	backloaded	IPC_RULE	Generated default monthly shares
IPC	2019	background	2019-01	0.01282051282051282	backloaded	IPC_RULE	Generated default monthly shares
IPC	2019	background	2019-02	0.02564102564102564	backloaded	IPC_RULE	Generated default monthly shares
IPC	2019	background	2019-03	0.038461538461538464	backloaded	IPC_RULE	Generated default monthly shares
IPC	2019	background	2019-04	0.05128205128205128	backloaded	IPC_RULE	Generated default monthly shares
IPC	2019	background	2019-05	0.0641025641025641	backloaded	IPC_RULE	Generated default monthly shares
IPC	2019	background	2019-06	0.07692307692307693	backloaded	IPC_RULE	Generated default monthly shares
IPC	2019	background	2019-07	0.08974358974358974	backloaded	IPC_RULE	Generated default monthly shares
IPC	2019	background	2019-08	0.10256410256410256	backloaded	IPC_RULE	Generated default monthly shares
IPC	2019	background	2019-09	0.11538461538461539	backloaded	IPC_RULE	Generated default monthly shares
IPC	2019	background	2019-10	0.1282051282051282	backloaded	IPC_RULE	Generated default monthly shares
IPC	2019	background	2019-11	0.14102564102564102	backloaded	IPC_RULE	Generated default monthly shares
IPC	2019	background	2019-12	0.15384615384615385	backloaded	IPC_RULE	Generated default monthly shares
IPC	2019	mapped_undated	2019-01	0.01282051282051282	backloaded	IPC_RULE	Generated default monthly shares
IPC	2019	mapped_undated	2019-02	0.02564102564102564	backloaded	IPC_RULE	Generated default monthly shares
IPC	2019	mapped_undated	2019-03	0.038461538461538464	backloaded	IPC_RULE	Generated default monthly shares
IPC	2019	mapped_undated	2019-04	0.05128205128205128	backloaded	IPC_RULE	Generated default monthly shares
IPC	2019	mapped_undated	2019-05	0.0641025641025641	backloaded	IPC_RULE	Generated default monthly shares
IPC	2019	mapped_undated	2019-06	0.07692307692307693	backloaded	IPC_RULE	Generated default monthly shares
IPC	2019	mapped_undated	2019-07	0.08974358974358974	backloaded	IPC_RULE	Generated default monthly shares
IPC	2019	mapped_undated	2019-08	0.10256410256410256	backloaded	IPC_RULE	Generated default monthly shares
IPC	2019	mapped_undated	2019-09	0.11538461538461539	backloaded	IPC_RULE	Generated default monthly shares
IPC	2019	mapped_undated	2019-10	0.1282051282051282	backloaded	IPC_RULE	Generated default monthly shares
IPC	2019	mapped_undated	2019-11	0.14102564102564102	backloaded	IPC_RULE	Generated default monthly shares
IPC	2019	mapped_undated	2019-12	0.15384615384615385	backloaded	IPC_RULE	Generated default monthly shares
IPC	2020	background	2020-01	0.01282051282051282	backloaded	IPC_RULE	Generated default monthly shares
IPC	2020	background	2020-02	0.02564102564102564	backloaded	IPC_RULE	Generated default monthly shares
IPC	2020	background	2020-03	0.038461538461538464	backloaded	IPC_RULE	Generated default monthly shares
IPC	2020	background	2020-04	0.05128205128205128	backloaded	IPC_RULE	Generated default monthly shares
IPC	2020	background	2020-05	0.0641025641025641	backloaded	IPC_RULE	Generated default monthly shares
IPC	2020	background	2020-06	0.07692307692307693	backloaded	IPC_RULE	Generated default monthly shares
IPC	2020	background	2020-07	0.08974358974358974	backloaded	IPC_RULE	Generated default monthly shares
IPC	2020	background	2020-08	0.10256410256410256	backloaded	IPC_RULE	Generated default monthly shares
IPC	2020	background	2020-09	0.11538461538461539	backloaded	IPC_RULE	Generated default monthly shares
IPC	2020	background	2020-10	0.1282051282051282	backloaded	IPC_RULE	Generated default monthly shares
IPC	2020	background	2020-11	0.14102564102564102	backloaded	IPC_RULE	Generated default monthly shares
IPC	2020	background	2020-12	0.15384615384615385	backloaded	IPC_RULE	Generated default monthly shares
IPC	2020	mapped_undated	2020-01	0.01282051282051282	backloaded	IPC_RULE	Generated default monthly shares
IPC	2020	mapped_undated	2020-02	0.02564102564102564	backloaded	IPC_RULE	Generated default monthly shares
IPC	2020	mapped_undated	2020-03	0.038461538461538464	backloaded	IPC_RULE	Generated default monthly shares
IPC	2020	mapped_undated	2020-04	0.05128205128205128	backloaded	IPC_RULE	Generated default monthly shares
IPC	2020	mapped_undated	2020-05	0.0641025641025641	backloaded	IPC_RULE	Generated default monthly shares
IPC	2020	mapped_undated	2020-06	0.07692307692307693	backloaded	IPC_RULE	Generated default monthly shares
IPC	2020	mapped_undated	2020-07	0.08974358974358974	backloaded	IPC_RULE	Generated default monthly shares
IPC	2020	mapped_undated	2020-08	0.10256410256410256	backloaded	IPC_RULE	Generated default monthly shares
IPC	2020	mapped_undated	2020-09	0.11538461538461539	backloaded	IPC_RULE	Generated default monthly shares
IPC	2020	mapped_undated	2020-10	0.1282051282051282	backloaded	IPC_RULE	Generated default monthly shares
IPC	2020	mapped_undated	2020-11	0.14102564102564102	backloaded	IPC_RULE	Generated default monthly shares
IPC	2020	mapped_undated	2020-12	0.15384615384615385	backloaded	IPC_RULE	Generated default monthly shares
IPC	2022	background	2022-01	0.01282051282051282	backloaded	IPC_RULE	Generated default monthly shares
IPC	2022	background	2022-02	0.02564102564102564	backloaded	IPC_RULE	Generated default monthly shares
IPC	2022	background	2022-03	0.038461538461538464	backloaded	IPC_RULE	Generated default monthly shares
IPC	2022	background	2022-04	0.05128205128205128	backloaded	IPC_RULE	Generated default monthly shares
IPC	2022	background	2022-05	0.0641025641025641	backloaded	IPC_RULE	Generated default monthly shares
IPC	2022	background	2022-06	0.07692307692307693	backloaded	IPC_RULE	Generated default monthly shares
IPC	2022	background	2022-07	0.08974358974358974	backloaded	IPC_RULE	Generated default monthly shares
IPC	2022	background	2022-08	0.10256410256410256	backloaded	IPC_RULE	Generated default monthly shares
IPC	2022	background	2022-09	0.11538461538461539	backloaded	IPC_RULE	Generated default monthly shares
IPC	2022	background	2022-10	0.1282051282051282	backloaded	IPC_RULE	Generated default monthly shares
IPC	2022	background	2022-11	0.14102564102564102	backloaded	IPC_RULE	Generated default monthly shares
IPC	2022	background	2022-12	0.15384615384615385	backloaded	IPC_RULE	Generated default monthly shares
IPC	2022	mapped_undated	2022-01	0.01282051282051282	backloaded	IPC_RULE	Generated default monthly shares
IPC	2022	mapped_undated	2022-02	0.02564102564102564	backloaded	IPC_RULE	Generated default monthly shares
IPC	2022	mapped_undated	2022-03	0.038461538461538464	backloaded	IPC_RULE	Generated default monthly shares
IPC	2022	mapped_undated	2022-04	0.05128205128205128	backloaded	IPC_RULE	Generated default monthly shares
IPC	2022	mapped_undated	2022-05	0.0641025641025641	backloaded	IPC_RULE	Generated default monthly shares
IPC	2022	mapped_undated	2022-06	0.07692307692307693	backloaded	IPC_RULE	Generated default monthly shares
IPC	2022	mapped_undated	2022-07	0.08974358974358974	backloaded	IPC_RULE	Generated default monthly shares
IPC	2022	mapped_undated	2022-08	0.10256410256410256	backloaded	IPC_RULE	Generated default monthly shares
IPC	2022	mapped_undated	2022-09	0.11538461538461539	backloaded	IPC_RULE	Generated default monthly shares
IPC	2022	mapped_undated	2022-10	0.1282051282051282	backloaded	IPC_RULE	Generated default monthly shares
IPC	2022	mapped_undated	2022-11	0.14102564102564102	backloaded	IPC_RULE	Generated default monthly shares
IPC	2022	mapped_undated	2022-12	0.15384615384615385	backloaded	IPC_RULE	Generated default monthly shares
IPC	2023	background	2023-01	0.01282051282051282	backloaded	IPC_RULE	Generated default monthly shares
IPC	2023	background	2023-02	0.02564102564102564	backloaded	IPC_RULE	Generated default monthly shares
IPC	2023	background	2023-03	0.038461538461538464	backloaded	IPC_RULE	Generated default monthly shares
IPC	2023	background	2023-04	0.05128205128205128	backloaded	IPC_RULE	Generated default monthly shares
IPC	2023	background	2023-05	0.0641025641025641	backloaded	IPC_RULE	Generated default monthly shares
IPC	2023	background	2023-06	0.07692307692307693	backloaded	IPC_RULE	Generated default monthly shares
IPC	2023	background	2023-07	0.08974358974358974	backloaded	IPC_RULE	Generated default monthly shares
IPC	2023	background	2023-08	0.10256410256410256	backloaded	IPC_RULE	Generated default monthly shares
IPC	2023	background	2023-09	0.11538461538461539	backloaded	IPC_RULE	Generated default monthly shares
IPC	2023	background	2023-10	0.1282051282051282	backloaded	IPC_RULE	Generated default monthly shares
IPC	2023	background	2023-11	0.14102564102564102	backloaded	IPC_RULE	Generated default monthly shares
IPC	2023	background	2023-12	0.15384615384615385	backloaded	IPC_RULE	Generated default monthly shares
IPC	2023	mapped_undated	2023-01	0.01282051282051282	backloaded	IPC_RULE	Generated default monthly shares
