family	series_id	series_display	is_main_series	reform	reform_display	spec_name	bin_key	token	bin_label	a_bin	b_bin	is_reference	n_months_observed	a_used	b_used	beta	se	pvalue	n_obs	r2
binned	Haifa_Legacy_KL	Haifa-Legacy	1	competition	Competition clock	ctrl_trend	post_1_6	post_1_6	Post bin [1,6]	1	6	0	6	1.0	6.0	0.19787295412953032	0.28508985215740285	0.4876369024938	37	0.5445816259437768
binned	Haifa_Legacy_KL	Haifa-Legacy	1	competition	Competition clock	ctrl_trend	post_7_12	post_7_12	Post bin [7,12]	7	12	0	6	7.0	12.0	0.9835981301593575	0.7116652465776819	0.16693858580416276	37	0.5445816259437768
binned	Haifa_Legacy_KL	Haifa-Legacy	1	competition	Competition clock	ctrl_trend	post_13_tail	post_13_tail	Post bin [13,24]	13	24	0	12	13.0	24.0	2.6145233579069043	1.2107244692105414	0.03081371026870075	37	0.5445816259437768
binned	Haifa_Legacy_KL	Haifa-Legacy	1	privatization	Privatization clock	baseline	pre_12_7	pre_12_7	Lead bin [-12,-7]	-12	-7	0	6	-12.0	-7.0	-1.2155109123645724	0.1486038115296872	2.8492801848921697e-16	36	0.4194784335258688
binned	Haifa_Legacy_KL	Haifa-Legacy	1	privatization	Privatization clock	baseline	pre_6_2	pre_6_2	Lead bin [-6,-2]	-6	-2	0	5	-6.0	-2.0	-0.5809278558422695	0.14231628889198877	4.465956761456468e-05	36	0.4194784335258688
binned	Haifa_Legacy_KL	Haifa-Legacy	1	privatization	Privatization clock	baseline	ref_m1	-1	Reference month -1	-1	-1	1	1	-1.0	-1.0	0.0	0.0		36	0.4194784335258688
binned	Haifa_Legacy_KL	Haifa-Legacy	1	privatization	Privatization clock	baseline	m0	m0	Month 0	0	0	0	1	0.0	0.0	-0.44098732267720475	9.923399440740901e-08	0.0	36	0.4194784335258688
binned	Haifa_Legacy_KL	Haifa-Legacy	1	privatization	Privatization clock	baseline	post_1_6	post_1_6	Post bin [1,6]	1	6	0	6	1.0	6.0	-0.35083805885746244	0.4542486573651225	0.43990832135737934	36	0.4194784335258688
binned	Haifa_Legacy_KL	Haifa-Legacy	1	privatization	Privatization clock	baseline	post_7_12	post_7_12	Post bin [7,12]	7	12	0	6	7.0	12.0	-1.3330302399802463	0.12896998943761684	4.8447370563589175e-25	36	0.4194784335258688
binned	Haifa_Legacy_KL	Haifa-Legacy	1	privatization	Privatization clock	baseline	post_13_tail	post_13_tail	Post bin [13,23]	13	23	0	11	13.0	23.0	-1.072940408831002	0.21398077230819712	5.325713340586007e-07	36	0.4194784335258688
binned	Haifa_Legacy_KL	Haifa-Legacy	1	privatization	Privatization clock	ctrl_trend	pre_12_7	pre_12_7	Lead bin [-12,-7]	-12	-7	0	6	-12.0	-7.0	-1.763248253896458	0.3338182648330381	1.277390331177462e-07	36	0.4601074249713034
binned	Haifa_Legacy_KL	Haifa-Legacy	1	privatization	Privatization clock	ctrl_trend	pre_6_2	pre_6_2	Lead bin [-6,-2]	-6	-2	0	5	-6.0	-2.0	-0.7178621912252448	0.1541433507368139	3.206826494683487e-06	36	0.4601074249713034
binned	Haifa_Legacy_KL	Haifa-Legacy	1	privatization	Privatization clock	ctrl_trend	ref_m1	-1	Reference month -1	-1	-1	1	1	-1.0	-1.0	0.0	0.0		36	0.4601074249713034
binned	Haifa_Legacy_KL	Haifa-Legacy	1	privatization	Privatization clock	ctrl_trend	m0	m0	Month 0	0	0	0	1	0.0	0.0	-0.34969776575521827	0.04816248944202314	3.8483341845431796e-13	36	0.4601074249713034
binned	Haifa_Legacy_KL	Haifa-Legacy	1	privatization	Privatization clock	ctrl_trend	post_1_6	post_1_6	Post bin [1,6]	1	6	0	6	1.0	6.0	0.05996494729145052	0.4768858944127701	0.8999355550097399	36	0.4601074249713034
binned	Haifa_Legacy_KL	Haifa-Legacy	1	privatization	Privatization clock	ctrl_trend	post_7_12	post_7_12	Post bin [7,12]	7	12	0	6	7.0	12.0	-0.557069006143414	0.3828425887105087	0.14564537124288696	36	0.4601074249713034
binned	Haifa_Legacy_KL	Haifa-Legacy	1	privatization	Privatization clock	ctrl_trend	post_13_tail	post_13_tail	Post bin [13,23]	13	23	0	11	13.0	23.0	0.38769250192069693	0.782757765689705	0.6203950607245384	36	0.4601074249713034
binned	Haifa_port_KL	Aggregate port	1	competition	Competition clock	baseline	pre_12_7	pre_12_7	Lead bin [-12,-7]	-12	-7	0	6	-12.0	-7.0	0.0924721329387701	0.02589414501206105	0.0003554037951612855	37	0.4478680173049986
binned	Haifa_port_KL	Aggregate port	1	competition	Competition clock	baseline	pre_6_2	pre_6_2	Lead bin [-6,-2]	-6	-2	0	5	-6.0	-2.0	-0.03431316786845162	0.00838645817155014	4.28597619868362e-05	37	0.4478680173049986
binned	Haifa_port_KL	Aggregate port	1	competition	Competition clock	baseline	ref_m1	-1	Reference month -1	-1	-1	1	1	-1.0	-1.0	0.0	0.0		37	0.4478680173049986
binned	Haifa_port_KL	Aggregate port	1	competition	Competition clock	baseline	m0	m0	Month 0	0	0	0	1	0.0	0.0	0.11322565718476874	1.6420912188095687e-08	0.0	37	0.4478680173049986
binned	Haifa_port_KL	Aggregate port	1	competition	Competition clock	baseline	post_1_6	post_1_6	Post bin [1,6]	1	6	0	6	1.0	6.0	-0.06578569098807652	0.03260547059899164	0.0436300806579443	37	0.4478680173049986
binned	Haifa_port_KL	Aggregate port	1	competition	Competition clock	baseline	post_7_12	post_7_12	Post bin [7,12]	7	12	0	6	7.0	12.0	0.038637888482353056	0.046314261582530165	0.4041374963275636	37	0.4478680173049986
binned	Haifa_port_KL	Aggregate port	1	competition	Competition clock	baseline	post_13_tail	post_13_tail	Post bin [13,24]	13	24	0	12	13.0	24.0	0.34112305752164174	0.014845674605048301	7.747140509020613e-117	37	0.4478680173049986
binned	Haifa_port_KL	Aggregate port	1	competition	Competition clock	ctrl_trend	pre_12_7	pre_12_7	Lead bin [-12,-7]	-12	-7	0	6	-12.0	-7.0	-0.041320399538903985	0.18758576767304952	0.8256572192564717	37	0.5047644405201261
binned	Haifa_port_KL	Aggregate port	1	competition	Competition clock	ctrl_trend	pre_6_2	pre_6_2	Lead bin [-6,-2]	-6	-2	0	5	-6.0	-2.0	-0.08153406168410449	0.07003495824925773	0.2443466537121307	37	0.5047644405201261
binned	Haifa_port_KL	Aggregate port	1	competition	Competition clock	ctrl_trend	ref_m1	-1	Reference month -1	-1	-1	1	1	-1.0	-1.0	0.0	0.0		37	0.5047644405201261
binned	Haifa_port_KL	Aggregate port	1	competition	Competition clock	ctrl_trend	m0	m0	Month 0	0	0	0	1	0.0	0.0	0.12896595512331643	0.02201636369878408	4.6923144840543526e-09	37	0.5047644405201261
binned	Haifa_port_KL	Aggregate port	1	competition	Competition clock	ctrl_trend	post_1_6	post_1_6	Post bin [1,6]	1	6	0	6	1.0	6.0	0.06247528089430876	0.06708504656523011	0.35170628776405477	37	0.5047644405201261
binned	Haifa_port_KL	Aggregate port	1	competition	Competition clock	ctrl_trend	post_7_12	post_7_12	Post bin [7,12]	7	12	0	6	7.0	12.0	0.3187702791549618	0.17260090815298	0.06476695796440264	37	0.5047644405201261
binned	Haifa_port_KL	Aggregate port	1	competition	Competition clock	ctrl_trend	post_13_tail	post_13_tail	Post bin [13,24]	13	24	0	12	13.0	24.0	0.6920867889177196	0.2715326680047235	0.010808933498175759	37	0.5047644405201261
binned	Haifa_port_KL	Aggregate port	1	privatization	Privatization clock	baseline	pre_12_7	pre_12_7	Lead bin [-12,-7]	-12	-7	0	6	-12.0	-7.0	-0.27219097095919675	0.03036073146359346	3.0963115837700375e-19	36	0.422612218827938
binned	Haifa_port_KL	Aggregate port	1	privatization	Privatization clock	baseline	pre_6_2	pre_6_2	Lead bin [-6,-2]	-6	-2	0	5	-6.0	-2.0	-0.02904106238054638	0.01907182273058282	0.12782855590353945	36	0.422612218827938
binned	Haifa_port_KL	Aggregate port	1	privatization	Privatization clock	baseline	ref_m1	-1	Reference month -1	-1	-1	1	1	-1.0	-1.0	0.0	0.0		36	0.422612218827938
binned	Haifa_port_KL	Aggregate port	1	privatization	Privatization clock	baseline	m0	m0	Month 0	0	0	0	1	0.0	0.0	-0.08712941355624615			36	0.422612218827938
binned	Haifa_port_KL	Aggregate port	1	privatization	Privatization clock	baseline	post_1_6	post_1_6	Post bin [1,6]	1	6	0	6	1.0	6.0	-0.21928346973110457	0.08236758683875463	0.007761919222837608	36	0.422612218827938
binned	Haifa_port_KL	Aggregate port	1	privatization	Privatization clock	baseline	post_7_12	post_7_12	Post bin [7,12]	7	12	0	6	7.0	12.0	-0.35135532399530955	0.04840548054842693	3.9115882450172486e-13	36	0.422612218827938
binned	Haifa_port_KL	Aggregate port	1	privatization	Privatization clock	baseline	post_13_tail	post_13_tail	Post bin [13,23]	13	23	0	11	13.0	23.0	-0.19493944706650534	0.1028358673887828	0.05800809730055196	36	0.422612218827938
binned	Haifa_port_KL	Aggregate port	1	privatization	Privatization clock	ctrl_trend	pre_12_7	pre_12_7	Lead bin [-12,-7]	-12	-7	0	6	-12.0	-7.0	-0.4021437649850923	0.09260162235889359	1.4072358055471067e-05	36	0.4691687136142122
binned	Haifa_port_KL	Aggregate port	1	privatization	Privatization clock	ctrl_trend	pre_6_2	pre_6_2	Lead bin [-6,-2]	-6	-2	0	5	-6.0	-2.0	-0.06152926088702415	0.025819693547687747	0.017170512104716724	36	0.4691687136142122
binned	Haifa_port_KL	Aggregate port	1	privatization	Privatization clock	ctrl_trend	ref_m1	-1	Reference month -1	-1	-1	1	1	-1.0	-1.0	0.0	0.0		36	0.4691687136142122
binned	Haifa_port_KL	Aggregate port	1	privatization	Privatization clock	ctrl_trend	m0	m0	Month 0	0	0	0	1	0.0	0.0	-0.06547061455192704	0.012953802663231909	4.322850327825715e-07	36	0.4691687136142122
binned	Haifa_port_KL	Aggregate port	1	privatization	Privatization clock	ctrl_trend	post_1_6	post_1_6	Post bin [1,6]	1	6	0	6	1.0	6.0	-0.1218188742116828	0.09985510794270244	0.2224814179092951	36	0.4691687136142122
binned	Haifa_port_KL	Aggregate port	1	privatization	Privatization clock	ctrl_trend	post_7_12	post_7_12	Post bin [7,12]	7	12	0	6	7.0	12.0	-0.16725553245861935	0.1025411019493333	0.10286769600991622	36	0.4691687136142122
binned	Haifa_port_KL	Aggregate port	1	privatization	Privatization clock	ctrl_trend	post_13_tail	post_13_tail	Post bin [13,23]	13	23	0	11	13.0	23.0	0.1516013370025613	0.20963968832465935	0.46958657197094367	36	0.4691687136142122
binned	Haifa_Bayport_KL	Haifa-Bayport	0	competition	Competition clock	baseline	pre_12_7	pre_12_7	Lead bin [-12,-7]	-12	-7	0	0						27	0.9594592272261699
binned	Haifa_Bayport_KL	Haifa-Bayport	0	competition	Competition clock	baseline	pre_6_2	pre_6_2	Lead bin [-6,-2]	-6	-2	0	1	-2.0	-2.0	0.11614057050234283	2.0504994919270976e-08	0.0	27	0.9594592272261699
binned	Haifa_Bayport_KL	Haifa-Bayport	0	competition	Competition clock	baseline	ref_m1	-1	Reference month -1	-1	-1	1	1	-1.0	-1.0	0.0	0.0		27	0.9594592272261699
binned	Haifa_Bayport_KL	Haifa-Bayport	0	competition	Competition clock	baseline	m0	m0	Month 0	0	0	0	1	0.0	0.0	4.90090967991856	9.554681279027727e-09	0.0	27	0.9594592272261699
binned	Haifa_Bayport_KL	Haifa-Bayport	0	competition	Competition clock	baseline	post_1_6	post_1_6	Post bin [1,6]	1	6	0	6	1.0	6.0	4.377011832598844	0.12035824623601357	1.4399763278783086e-289	27	0.9594592272261699
binned	Haifa_Bayport_KL	Haifa-Bayport	0	competition	Competition clock	baseline	post_7_12	post_7_12	Post bin [7,12]	7	12	0	6	7.0	12.0	3.385036045393929	0.09756989948870662	9.891674093894618e-264	27	0.9594592272261699
binned	Haifa_Bayport_KL	Haifa-Bayport	0	competition	Competition clock	baseline	post_13_tail	post_13_tail	Post bin [13,24]	13	24	0	12	13.0	24.0	2.9050194196047823	0.03340619609530858	0.0	27	0.9594592272261699
binned	Haifa_Bayport_KL	Haifa-Bayport	0	competition	Competition clock	ctrl_trend	pre_12_7	pre_12_7	Lead bin [-12,-7]	-12	-7	0	0						27	0.9714639593552423
binned	Haifa_Bayport_KL	Haifa-Bayport	0	competition	Competition clock	ctrl_trend	pre_6_2	pre_6_2	Lead bin [-6,-2]	-6	-2	0	1	-2.0	-2.0	0.06720923390017575	0.03252464106023575	0.03878981044408035	27	0.9714639593552423
binned	Haifa_Bayport_KL	Haifa-Bayport	0	competition	Competition clock	ctrl_trend	ref_m1	-1	Reference month -1	-1	-1	1	1	-1.0	-1.0	0.0	0.0		27	0.9714639593552423
binned	Haifa_Bayport_KL	Haifa-Bayport	0	competition	Competition clock	ctrl_trend	m0	m0	Month 0	0	0	0	1	0.0	0.0	4.9498410165207245	0.0325246410602341	0.0	27	0.9714639593552423
binned	Haifa_Bayport_KL	Haifa-Bayport	0	competition	Competition clock	ctrl_trend	post_1_6	post_1_6	Post bin [1,6]	1	6	0	6	1.0	6.0	4.305474820161402	0.18813288157606142	6.511207567469478e-116	27	0.9714639593552423
binned	Haifa_Bayport_KL	Haifa-Bayport	0	competition	Competition clock	ctrl_trend	post_7_12	post_7_12	Post bin [7,12]	7	12	0	6	7.0	12.0	3.3153590254223055	0.3518667654106824	4.4173398822215566e-21	27	0.9714639593552423
binned	Haifa_Bayport_KL	Haifa-Bayport	0	competition	Competition clock	ctrl_trend	post_13_tail	post_13_tail	Post bin [13,24]	13	24	0	12	13.0	24.0	3.0555334143429147	0.4800013113335681	1.9442992941887415e-10	27	0.9714639593552423
binned	Haifa_Bayport_KL	Haifa-Bayport	0	privatization	Privatization clock	baseline	pre_12_7	pre_12_7	Lead bin [-12,-7]	-12	-7	0	6	-12.0	-7.0	1.0671107774153636	0.21836379724430824	1.0246291949243786e-06	36	0.7475771882853943
binned	Haifa_Bayport_KL	Haifa-Bayport	0	privatization	Privatization clock	baseline	pre_6_2	pre_6_2	Lead bin [-6,-2]	-6	-2	0	5	-6.0	-2.0	0.14305974945578726	0.03039713175293471	2.521829138547312e-06	36	0.7475771882853943
binned	Haifa_Bayport_KL	Haifa-Bayport	0	privatization	Privatization clock	baseline	ref_m1	-1	Reference month -1	-1	-1	1	1	-1.0	-1.0	0.0	0.0		36	0.7475771882853943
binned	Haifa_Bayport_KL	Haifa-Bayport	0	privatization	Privatization clock	baseline	m0	m0	Month 0	0	0	0	1	0.0	0.0	-0.005960005563712123	2.5902094297475515e-08	0.0	36	0.7475771882853943
binned	Haifa_Bayport_KL	Haifa-Bayport	0	privatization	Privatization clock	baseline	post_1_6	post_1_6	Post bin [1,6]	1	6	0	6	1.0	6.0	-0.028886486235337294	0.017935480496988232	0.10727178161192596	36	0.7475771882853943
binned	Haifa_Bayport_KL	Haifa-Bayport	0	privatization	Privatization clock	baseline	post_7_12	post_7_12	Post bin [7,12]	7	12	0	6	7.0	12.0	0.07182236824547328	0.020865060378414263	0.000576936268835842	36	0.7475771882853943
binned	Haifa_Bayport_KL	Haifa-Bayport	0	privatization	Privatization clock	baseline	post_13_tail	post_13_tail	Post bin [13,23]	13	23	0	11	13.0	23.0	0.05968791784321281	0.06625397635452027	0.36764381433350024	36	0.7475771882853943
binned	Haifa_Bayport_KL	Haifa-Bayport	0	privatization	Privatization clock	ctrl_trend	pre_12_7	pre_12_7	Lead bin [-12,-7]	-12	-7	0	6	-12.0	-7.0	0.9048863658376152	0.28581672975975286	0.0015456826969912024	36	0.7604414970245664
binned	Haifa_Bayport_KL	Haifa-Bayport	0	privatization	Privatization clock	ctrl_trend	pre_6_2	pre_6_2	Lead bin [-6,-2]	-6	-2	0	5	-6.0	-2.0	0.10250364656134581	0.0549344916396147	0.0620518459698368	36	0.7604414970245664
binned	Haifa_Bayport_KL	Haifa-Bayport	0	privatization	Privatization clock	ctrl_trend	ref_m1	-1	Reference month -1	-1	-1	1	1	-1.0	-1.0	0.0	0.0		36	0.7604414970245664
binned	Haifa_Bayport_KL	Haifa-Bayport	0	privatization	Privatization clock	ctrl_trend	m0	m0	Month 0	0	0	0	1	0.0	0.0	0.02107739636591255	0.03422870935905122	0.5380389245736978	36	0.7604414970245664
binned	Haifa_Bayport_KL	Haifa-Bayport	0	privatization	Privatization clock	ctrl_trend	post_1_6	post_1_6	Post bin [1,6]	1	6	0	6	1.0	6.0	0.09278182244797151	0.15464332201592162	0.5485242099150585	36	0.7604414970245664
binned	Haifa_Bayport_KL	Haifa-Bayport	0	privatization	Privatization clock	ctrl_trend	post_7_12	post_7_12	Post bin [7,12]	7	12	0	6	7.0	12.0	0.3016402846472821	0.2942662098340844	0.30533525685599106	36	0.7604414970245664
binned	Haifa_Bayport_KL	Haifa-Bayport	0	privatization	Privatization clock	ctrl_trend	post_13_tail	post_13_tail	Post bin [13,23]	13	23	0	11	13.0	23.0	0.49228634871721244	0.5871146186896967	0.4017588011958322	36	0.7604414970245664
